step,x,y,reward,done,action
0,2,2,0,False,1
1,2,1,0,False,0
2,2,2,1,False,3
3,1,2,0,False,0
4,1,3,0,False,3
5,0,3,0,False,0
6,0,4,0,False,1
7,0,3,0,False,2
8,1,3,0,False,1
9,1,2,0,False,1
10,1,1,0,False,0
11,1,2,0,False,1
12,1,1,0,False,2
13,2,1,0,False,0
14,2,2,1,False,0
15,2,3,0,False,1
16,2,2,1,False,3
17,1,2,0,False,3
18,0,2,0,False,1
19,0,1,0,False,0
20,0,2,0,False,1
21,0,1,0,False,3
22,0,1,0,False,3
23,0,1,0,False,3
24,0,1,0,False,2
25,1,1,0,False,0
26,1,2,0,False,1
27,1,1,0,False,0
28,1,2,0,False,3
29,0,2,0,False,2
30,1,2,0,False,2
31,2,2,1,False,3
32,1,2,0,False,3
33,0,2,0,False,3
34,0,2,0,False,0
35,0,3,0,False,2
36,1,3,0,False,3
37,0,3,0,False,2
38,1,3,0,False,0
39,1,4,0,False,3
40,0,4,0,False,2
41,1,4,0,False,3
42,0,4,0,False,1
43,0,3,0,False,1
44,0,2,0,False,3
45,0,2,0,False,2
46,1,2,0,False,3
47,0,2,0,False,1
48,0,1,0,False,2
49,1,1,0,False,1
50,1,0,0,False,2
51,2,0,0,False,0
52,2,1,0,False,3
53,1,1,0,False,3
54,0,1,0,False,0
55,0,2,0,False,1
56,0,1,0,False,2
57,1,1,0,False,0
58,1,2,0,False,3
59,0,2,0,False,3
60,0,2,0,False,0
61,0,3,0,False,3
62,0,3,0,False,2
63,1,3,0,False,3
64,0,3,0,False,3
65,0,3,0,False,2
66,1,3,0,False,3
67,0,3,0,False,1
68,0,2,0,False,3
69,0,2,0,False,3
70,0,2,0,False,1
71,0,1,0,False,3
72,0,1,0,False,2
73,1,1,0,False,2
74,2,1,0,False,3
75,1,1,0,False,2
76,2,1,0,False,0
77,2,2,1,False,3
78,1,2,0,False,3
79,0,2,0,False,1
80,0,1,0,False,2
81,1,1,0,False,2
82,2,1,0,False,3
83,1,1,0,False,2
84,2,1,0,False,3
85,1,1,0,False,3
86,0,1,0,False,1
87,0,0,0,False,1
88,0,0,0,False,1
89,0,0,0,False,0
90,0,1,0,False,3
91,0,1,0,False,1
92,0,0,0,False,0
93,0,1,0,False,1
94,0,0,0,False,0
95,0,1,0,False,1
96,0,0,0,False,0
97,0,1,0,False,0
98,0,2,0,False,0
99,0,3,0,False,3
100,0,3,0,False,3
101,0,3,0,False,2
102,1,3,0,False,0
103,1,4,0,False,1
104,1,3,0,False,2
105,2,3,0,False,3
106,1,3,0,False,2
107,2,3,0,False,2
108,3,3,0,False,0
109,3,4,0,False,3
110,2,4,0,False,3
111,1,4,0,False,1
112,1,3,0,False,3
113,0,3,0,False,3
114,0,3,0,False,3
115,0,3,0,False,1
116,0,2,0,False,2
117,1,2,0,False,2
118,2,2,1,False,2
119,3,2,0,False,3
120,2,2,1,False,1
121,2,1,0,False,0
122,2,2,1,False,0
123,2,3,0,False,2
124,3,3,0,False,0
125,3,4,0,False,2
126,4,4,0,False,2
127,4,4,0,False,1
128,4,3,0,False,2
129,4,3,0,False,1
130,4,2,0,False,3
131,3,2,0,False,2
132,4,2,0,False,3
133,3,2,0,False,3
134,2,2,1,False,2
135,3,2,0,False,1
136,3,1,0,False,3
137,2,1,0,False,0
138,2,2,1,False,2
139,3,2,0,False,1
140,3,1,0,False,3
141,2,1,0,False,1
142,2,0,0,False,2
143,3,0,0,False,2
144,4,0,0,False,1
145,4,0,0,False,1
146,4,0,0,False,0
147,4,1,0,False,0
148,4,2,0,False,2
149,4,2,0,False,3
150,3,2,0,False,1
151,3,1,0,False,0
152,3,2,0,False,3
153,2,2,1,False,1
154,2,1,0,False,1
155,2,0,0,False,1
156,2,0,0,False,1
157,2,0,0,False,1
158,2,0,0,False,0
159,2,1,0,False,3
160,1,1,0,False,3
161,0,1,0,False,2
162,1,1,0,False,1
163,1,0,0,False,1
164,1,0,0,False,0
165,1,1,0,False,2
166,2,1,0,False,2
167,3,1,0,False,2
168,4,1,0,False,0
169,4,2,0,False,0
170,4,3,0,False,3
171,3,3,0,False,2
172,4,3,0,False,3
173,3,3,0,False,3
174,2,3,0,False,1
175,2,2,1,False,3
176,1,2,0,False,1
177,1,1,0,False,1
178,1,0,0,False,0
179,1,1,0,False,2
180,2,1,0,False,2
181,3,1,0,False,2
182,4,1,0,False,0
183,4,2,0,False,2
184,4,2,0,False,1
185,4,1,0,False,0
186,4,2,0,False,3
187,3,2,0,False,3
188,2,2,1,False,2
189,3,2,0,False,1
190,3,1,0,False,1
191,3,0,0,False,2
192,4,0,0,False,2
193,4,0,0,False,0
194,4,1,0,False,1
195,4,0,0,False,1
196,4,0,0,False,2
197,4,0,0,False,2
198,4,0,0,False,3
199,3,0,0,False,1
200,3,0,0,False,2
201,4,0,0,False,1
202,4,0,0,False,0
203,4,1,0,False,2
204,4,1,0,False,0
205,4,2,0,False,2
206,4,2,0,False,0
207,4,3,0,False,0
208,4,4,0,False,3
209,3,4,0,False,0
210,3,4,0,False,1
211,3,3,0,False,3
212,2,3,0,False,3
213,1,3,0,False,0
214,1,4,0,False,3
215,0,4,0,False,2
216,1,4,0,False,2
217,2,4,0,False,1
218,2,3,0,False,0
219,2,4,0,False,2
220,3,4,0,False,3
221,2,4,0,False,3
222,1,4,0,False,3
223,0,4,0,False,0
224,0,4,0,False,0
225,0,4,0,False,0
226,0,4,0,False,2
227,1,4,0,False,2
228,2,4,0,False,0
229,2,4,0,False,0
230,2,4,0,False,1
231,2,3,0,False,3
232,1,3,0,False,2
233,2,3,0,False,0
234,2,4,0,False,1
235,2,3,0,False,0
236,2,4,0,False,3
237,1,4,0,False,3
238,0,4,0,False,2
239,1,4,0,False,1
240,1,3,0,False,1
241,1,2,0,False,2
242,2,2,1,False,3
243,1,2,0,False,3
244,0,2,0,False,3
245,0,2,0,False,2
246,1,2,0,False,2
247,2,2,1,False,3
248,1,2,0,False,2
249,2,2,1,False,0
