step,x,y,reward,done,action
0,2,2,0,False,3
1,1,2,0,False,3
2,0,2,0,False,3
3,0,2,0,False,3
4,0,2,0,False,2
5,1,2,0,False,3
6,0,2,0,False,2
7,1,2,0,False,1
8,1,1,0,False,1
9,1,0,0,False,2
10,2,0,0,False,2
11,3,0,0,False,3
12,2,0,0,False,2
13,3,0,0,False,0
14,3,1,0,False,0
15,3,2,0,False,3
16,2,2,1,False,0
17,2,3,0,False,0
18,2,4,0,False,1
19,2,3,0,False,1
20,2,2,1,False,0
21,2,3,0,False,3
22,1,3,0,False,3
23,0,3,0,False,1
24,0,2,0,False,0
25,0,3,0,False,3
26,0,3,0,False,3
27,0,3,0,False,1
28,0,2,0,False,0
29,0,3,0,False,3
30,0,3,0,False,2
31,1,3,0,False,2
32,2,3,0,False,2
33,3,3,0,False,3
34,2,3,0,False,2
35,3,3,0,False,1
36,3,2,0,False,3
37,2,2,1,False,3
38,1,2,0,False,3
39,0,2,0,False,2
40,1,2,0,False,1
41,1,1,0,False,2
42,2,1,0,False,1
43,2,0,0,False,3
44,1,0,0,False,1
45,1,0,0,False,1
46,1,0,0,False,3
47,0,0,0,False,3
48,0,0,0,False,0
49,0,1,0,False,3
50,0,1,0,False,3
51,0,1,0,False,0
52,0,2,0,False,0
53,0,3,0,False,1
54,0,2,0,False,0
55,0,3,0,False,3
56,0,3,0,False,3
57,0,3,0,False,1
58,0,2,0,False,1
59,0,1,0,False,3
60,0,1,0,False,1
61,0,0,0,False,2
62,1,0,0,False,0
63,1,1,0,False,2
64,2,1,0,False,0
65,2,2,1,False,0
66,2,3,0,False,3
67,1,3,0,False,1
68,1,2,0,False,3
69,0,2,0,False,1
70,0,1,0,False,3
71,0,1,0,False,0
72,0,2,0,False,0
73,0,3,0,False,1
74,0,2,0,False,3
75,0,2,0,False,0
76,0,3,0,False,0
77,0,4,0,False,3
78,0,4,0,False,2
79,1,4,0,False,3
80,0,4,0,False,3
81,0,4,0,False,2
82,1,4,0,False,2
83,2,4,0,False,0
84,2,4,0,False,3
85,1,4,0,False,0
86,1,4,0,False,0
87,1,4,0,False,2
88,2,4,0,False,1
89,2,3,0,False,0
90,2,4,0,False,3
91,1,4,0,False,1
92,1,3,0,False,2
93,2,3,0,False,2
94,3,3,0,False,0
95,3,4,0,False,2
96,4,4,0,False,2
97,4,4,0,False,3
98,3,4,0,False,3
99,2,4,0,False,2
100,3,4,0,False,1
101,3,3,0,False,0
102,3,4,0,False,3
103,2,4,0,False,0
104,2,4,0,False,1
105,2,3,0,False,0
106,2,4,0,False,1
107,2,3,0,False,0
108,2,4,0,False,3
109,1,4,0,False,3
110,0,4,0,False,2
111,1,4,0,False,3
112,0,4,0,False,0
113,0,4,0,False,0
114,0,4,0,False,2
115,1,4,0,False,2
116,2,4,0,False,0
117,2,4,0,False,0
118,2,4,0,False,0
119,2,4,0,False,0
120,2,4,0,False,1
121,2,3,0,False,2
122,3,3,0,False,1
123,3,2,0,False,1
124,3,1,0,False,2
125,4,1,0,False,3
126,3,1,0,False,2
127,4,1,0,False,0
128,4,2,0,False,1
129,4,1,0,False,0
130,4,2,0,False,3
131,3,2,0,False,2
132,4,2,0,False,2
133,4,2,0,False,1
134,4,1,0,False,1
135,4,0,0,False,3
136,3,0,0,False,1
137,3,0,0,False,0
138,3,1,0,False,0
139,3,2,0,False,3
140,2,2,1,False,3
141,1,2,0,False,2
142,2,2,1,False,0
143,2,3,0,False,1
144,2,2,1,False,3
145,1,2,0,False,3
146,0,2,0,False,2
147,1,2,0,False,3
148,0,2,0,False,0
149,0,3,0,False,1
150,0,2,0,False,2
151,1,2,0,False,0
152,1,3,0,False,0
153,1,4,0,False,0
154,1,4,0,False,2
155,2,4,0,False,1
156,2,3,0,False,1
157,2,2,1,False,1
158,2,1,0,False,3
159,1,1,0,False,0
160,1,2,0,False,3
161,0,2,0,False,3
162,0,2,0,False,2
163,1,2,0,False,2
164,2,2,1,False,1
165,2,1,0,False,0
166,2,2,1,False,0
167,2,3,0,False,0
168,2,4,0,False,3
169,1,4,0,False,3
170,0,4,0,False,3
171,0,4,0,False,3
172,0,4,0,False,0
173,0,4,0,False,0
174,0,4,0,False,0
175,0,4,0,False,2
176,1,4,0,False,2
177,2,4,0,False,0
178,2,4,0,False,0
179,2,4,0,False,1
180,2,3,0,False,3
181,1,3,0,False,2
182,2,3,0,False,0
183,2,4,0,False,2
184,3,4,0,False,0
185,3,4,0,False,3
186,2,4,0,False,1
187,2,3,0,False,0
188,2,4,0,False,3
189,1,4,0,False,1
190,1,3,0,False,2
191,2,3,0,False,3
192,1,3,0,False,1
193,1,2,0,False,0
194,1,3,0,False,0
195,1,4,0,False,1
196,1,3,0,False,2
197,2,3,0,False,2
198,3,3,0,False,2
199,4,3,0,False,2
200,4,3,0,False,2
201,4,3,0,False,3
202,3,3,0,False,1
203,3,2,0,False,0
204,3,3,0,False,3
205,2,3,0,False,0
206,2,4,0,False,2
207,3,4,0,False,2
208,4,4,0,False,3
209,3,4,0,False,2
210,4,4,0,False,2
211,4,4,0,False,2
212,4,4,0,False,0
213,4,4,0,False,0
214,4,4,0,False,0
215,4,4,0,False,1
216,4,3,0,False,1
217,4,2,0,False,2
218,4,2,0,False,3
219,3,2,0,False,0
220,3,3,0,False,2
221,4,3,0,False,2
222,4,3,0,False,2
223,4,3,0,False,3
224,3,3,0,False,0
225,3,4,0,False,2
226,4,4,0,False,0
227,4,4,0,False,3
228,3,4,0,False,1
229,3,3,0,False,3
230,2,3,0,False,2
231,3,3,0,False,1
232,3,2,0,False,2
233,4,2,0,False,3
234,3,2,0,False,2
235,4,2,0,False,1
236,4,1,0,False,2
237,4,1,0,False,3
238,3,1,0,False,2
239,4,1,0,False,2
240,4,1,0,False,1
241,4,0,0,False,3
242,3,0,0,False,0
243,3,1,0,False,0
244,3,2,0,False,0
245,3,3,0,False,1
246,3,2,0,False,3
247,2,2,1,False,3
248,1,2,0,False,1
249,1,1,0,False,1
250,1,0,0,False,3
251,0,0,0,False,0
252,0,1,0,False,3
253,0,1,0,False,0
254,0,2,0,False,3
255,0,2,0,False,2
256,1,2,0,False,3
257,0,2,0,False,2
258,1,2,0,False,0
259,1,3,0,False,1
260,1,2,0,False,3
261,0,2,0,False,1
262,0,1,0,False,0
263,0,2,0,False,3
264,0,2,0,False,2
265,1,2,0,False,3
266,0,2,0,False,2
267,1,2,0,False,1
268,1,1,0,False,0
269,1,2,0,False,3
270,0,2,0,False,3
271,0,2,0,False,1
272,0,1,0,False,1
273,0,0,0,False,0
274,0,1,0,False,2
275,1,1,0,False,2
276,2,1,0,False,3
277,1,1,0,False,2
278,2,1,0,False,2
279,3,1,0,False,0
280,3,2,0,False,0
281,3,3,0,False,2
282,4,3,0,False,0
283,4,4,0,False,0
284,4,4,0,False,2
285,4,4,0,False,3
286,3,4,0,False,3
287,2,4,0,False,0
288,2,4,0,False,1
289,2,3,0,False,0
290,2,4,0,False,1
291,2,3,0,False,2
292,3,3,0,False,0
293,3,4,0,False,1
294,3,3,0,False,2
295,4,3,0,False,0
296,4,4,0,False,2
297,4,4,0,False,3
298,3,4,0,False,1
299,3,3,0,False,3
300,2,3,0,False,3
301,1,3,0,False,0
302,1,4,0,False,0
303,1,4,0,False,0
304,1,4,0,False,2
305,2,4,0,False,2
306,3,4,0,False,3
307,2,4,0,False,0
308,2,4,0,False,0
309,2,4,0,False,2
310,3,4,0,False,2
311,4,4,0,False,1
312,4,3,0,False,0
313,4,4,0,False,1
314,4,3,0,False,3
315,3,3,0,False,0
316,3,4,0,False,0
317,3,4,0,False,0
318,3,4,0,False,1
319,3,3,0,False,2
320,4,3,0,False,3
321,3,3,0,False,2
322,4,3,0,False,1
323,4,2,0,False,3
324,3,2,0,False,3
325,2,2,1,False,1
326,2,1,0,False,1
327,2,0,0,False,1
328,2,0,0,False,2
329,3,0,0,False,2
330,4,0,0,False,0
331,4,1,0,False,0
332,4,2,0,False,0
333,4,3,0,False,3
334,3,3,0,False,2
335,4,3,0,False,2
336,4,3,0,False,1
337,4,2,0,False,0
338,4,3,0,False,1
339,4,2,0,False,2
340,4,2,0,False,2
341,4,2,0,False,2
342,4,2,0,False,3
343,3,2,0,False,0
344,3,3,0,False,2
345,4,3,0,False,1
346,4,2,0,False,1
347,4,1,0,False,1
348,4,0,0,False,1
349,4,0,0,False,3
350,3,0,0,False,3
351,2,0,0,False,0
352,2,1,0,False,2
353,3,1,0,False,0
354,3,2,0,False,3
355,2,2,1,False,0
356,2,3,0,False,2
357,3,3,0,False,2
358,4,3,0,False,3
359,3,3,0,False,0
360,3,4,0,False,0
361,3,4,0,False,0
362,3,4,0,False,3
363,2,4,0,False,0
364,2,4,0,False,2
365,3,4,0,False,1
366,3,3,0,False,0
367,3,4,0,False,1
368,3,3,0,False,0
369,3,4,0,False,0
370,3,4,0,False,0
371,3,4,0,False,3
372,2,4,0,False,0
373,2,4,0,False,1
374,2,3,0,False,3
375,1,3,0,False,0
376,1,4,0,False,2
377,2,4,0,False,3
378,1,4,0,False,0
379,1,4,0,False,0
380,1,4,0,False,3
381,0,4,0,False,3
382,0,4,0,False,0
383,0,4,0,False,3
384,0,4,0,False,2
385,1,4,0,False,3
386,0,4,0,False,3
387,0,4,0,False,2
388,1,4,0,False,2
389,2,4,0,False,1
390,2,3,0,False,0
391,2,4,0,False,1
392,2,3,0,False,2
393,3,3,0,False,0
394,3,4,0,False,3
395,2,4,0,False,2
396,3,4,0,False,3
397,2,4,0,False,2
398,3,4,0,False,3
399,2,4,0,False,0
400,2,4,0,False,1
401,2,3,0,False,0
402,2,4,0,False,3
403,1,4,0,False,1
404,1,3,0,False,3
405,0,3,0,False,2
406,1,3,0,False,0
407,1,4,0,False,0
408,1,4,0,False,0
409,1,4,0,False,1
410,1,3,0,False,1
411,1,2,0,False,2
