step,x,y,reward,done,action
0,3,2,0,False,2
1,4,3,0,False,0
2,4,3,0,False,1
3,4,2,0,False,2
4,3,2,0,False,3
5,1,2,0,False,3
6,1,2,0,False,2
7,2,1,0,False,1
8,1,0,0,False,3
9,0,0,0,False,1
10,0,0,0,False,1
11,0,1,0,False,0
12,0,3,0,False,0
13,1,4,0,False,2
14,3,4,0,False,2
15,4,4,0,False,2
16,4,4,0,False,2
17,4,3,0,False,1
18,4,3,0,False,0
19,4,4,0,False,2
20,4,4,0,False,0
21,4,3,0,False,1
22,4,1,0,False,1
23,4,1,0,False,0
24,3,2,0,False,3
25,2,3,0,False,0
26,2,3,0,False,1
27,1,2,0,False,3
28,0,2,0,False,3
29,0,1,0,False,1
30,1,0,0,False,2
31,1,0,0,False,3
32,0,0,0,False,1
33,0,0,0,False,3
34,1,0,0,False,2
35,2,0,0,False,1
36,1,0,0,False,3
37,0,1,0,False,0
38,1,2,0,False,2
39,1,2,0,False,3
40,1,2,0,False,2
41,1,2,0,False,3
42,0,2,0,False,3
43,0,1,0,False,1
44,0,1,0,False,0
45,0,3,0,False,0
46,0,4,0,False,3
47,0,4,0,False,0
48,0,3,0,False,1
49,0,1,0,False,1
50,0,0,0,False,1
51,0,0,0,False,1
52,1,0,0,False,2
53,2,0,0,False,1
54,2,0,0,False,1
55,2,0,0,False,1
56,1,0,0,False,3
57,0,0,0,False,3
58,0,0,0,False,1
59,0,0,0,False,1
60,0,0,0,False,1
61,1,0,0,False,2
62,3,0,0,False,2
63,4,1,0,False,0
64,4,3,0,False,0
65,4,3,0,False,1
66,4,2,0,False,2
67,3,2,0,False,3
68,2,3,0,False,0
69,2,4,0,False,0
70,2,3,0,False,1
71,2,1,0,False,1
72,1,0,0,False,3
73,0,0,0,False,1
74,0,0,0,False,1
75,0,1,0,False,0
76,1,2,0,False,2
77,1,2,0,False,3
78,0,2,0,False,3
79,0,3,0,False,0
80,1,4,0,False,2
81,3,4,0,False,2
82,4,3,0,False,1
83,3,2,0,False,3
84,2,3,0,False,0
85,2,4,0,False,0
86,3,4,0,False,2
87,4,4,0,False,2
88,3,4,0,False,3
89,2,4,0,False,0
90,1,4,0,False,3
91,1,4,0,False,2
92,3,4,0,False,2
93,4,4,0,False,2
94,3,4,0,False,3
95,2,3,0,False,1
96,2,1,0,False,1
97,2,1,0,False,0
98,2,1,0,False,1
99,2,1,0,False,0
100,3,2,0,False,2
101,3,2,0,False,3
102,2,1,0,False,1
103,2,0,0,False,1
104,3,0,0,False,2
105,3,0,0,False,3
106,2,0,0,False,1
107,2,1,0,False,0
108,2,3,0,False,0
109,3,4,0,False,2
110,4,3,0,False,1
111,4,3,0,False,0
112,3,4,0,False,3
113,2,3,0,False,1
114,1,2,0,False,3
115,0,1,0,False,1
116,0,0,0,False,1
117,0,1,0,False,0
118,0,3,0,False,0
119,0,3,0,False,1
120,0,1,0,False,1
121,0,1,0,False,0
122,0,3,0,False,0
123,1,4,0,False,2
124,1,4,0,False,3
125,0,3,0,False,1
126,0,3,0,False,0
127,0,3,0,False,1
128,0,3,0,False,0
129,0,3,0,False,1
130,1,2,0,False,2
131,1,2,0,False,3
132,0,1,0,False,1
133,0,0,0,False,1
134,0,0,0,False,1
135,0,0,0,False,1
136,0,1,0,False,0
137,0,3,0,False,0
138,0,3,0,False,1
139,0,2,0,False,3
140,1,2,0,False,2
141,2,3,0,False,0
142,2,4,0,False,0
143,3,4,0,False,2
144,4,3,0,False,1
145,4,3,0,False,0
146,4,4,0,False,0
147,4,4,0,False,2
148,4,4,0,False,0
149,4,4,0,False,2
150,4,3,0,False,1
151,4,1,0,False,1
152,4,0,0,False,2
153,4,0,0,False,2
154,4,0,0,False,2
155,3,0,0,False,3
156,2,0,0,False,1
157,2,1,0,False,0
158,2,3,0,False,0
159,1,4,0,False,3
160,0,3,0,False,1
161,0,1,0,False,1
162,0,1,0,False,0
163,0,3,0,False,0
164,1,4,0,False,2
165,3,4,0,False,2
166,4,3,0,False,1
167,4,3,0,False,0
168,4,3,0,False,1
169,4,3,0,False,0
170,4,3,0,False,1
171,4,3,0,False,0
172,4,4,0,False,0
173,4,4,0,False,2
174,4,3,0,False,1
175,4,2,0,False,2
176,3,2,0,False,3
177,2,3,0,False,0
178,1,4,0,False,3
179,0,3,0,False,1
180,0,2,0,False,3
181,1,2,0,False,2
182,2,1,0,False,1
183,3,0,0,False,2
184,3,0,0,False,3
185,2,0,0,False,1
186,2,0,0,False,1
187,2,1,0,False,0
188,1,2,0,False,3
189,0,3,0,False,0
190,1,4,0,False,2
191,2,3,0,False,1
192,2,3,0,False,0
193,3,4,0,False,2
194,4,4,0,False,2
195,4,4,0,False,2
196,4,4,0,False,2
197,4,4,0,False,0
198,3,4,0,False,3
199,1,4,0,False,3
200,0,4,0,False,3
201,1,4,0,False,2
202,2,3,0,False,1
203,2,1,0,False,1
204,3,0,0,False,2
205,4,0,0,False,2
206,4,0,0,False,2
207,4,0,0,False,2
208,4,0,0,False,2
209,3,0,0,False,3
210,2,0,0,False,1
211,3,0,0,False,2
212,4,0,0,False,2
213,3,0,0,False,3
214,3,0,0,False,2
215,3,0,0,False,3
216,2,0,0,False,1
217,1,0,0,False,3
218,0,0,0,False,3
219,0,1,0,False,0
220,0,1,0,False,1
221,0,0,0,False,1
222,1,0,0,False,2
223,2,1,0,False,0
224,2,1,0,False,1
225,1,0,0,False,3
226,0,0,0,False,3
227,0,0,0,False,1
228,0,1,0,False,0
229,1,2,0,False,2
230,3,2,0,False,2
231,4,1,0,False,1
232,4,0,0,False,2
